採水場所,採水年月,項目,水質基準値,検査結果,単位
深作配水場,2020年4月,トリクロロエチレン,0.01mg/L 以下,-,mg/L
深作配水場,2020年4月,ベンゼン,0.01mg/L 以下,-,mg/L
深作配水場,2020年4月,塩素酸,0.6mg/L 以下,-,mg/L
深作配水場,2020年4月,クロロ酢酸,0.02mg/L 以下,-,mg/L
深作配水場,2020年4月,クロロホルム,0.06mg/L 以下,-,mg/L
深作配水場,2020年4月,ジクロロ酢酸,0.03mg/L 以下,-,mg/L
深作配水場,2020年4月,ジブロモクロロメタン,0.1mg/L 以下,-,mg/L
深作配水場,2020年4月,臭素酸,0.01mg/L 以下,-,mg/L
深作配水場,2020年4月,総トリハロメタン,0.1mg/L 以下,-,mg/L
深作配水場,2020年4月,トリクロロ酢酸,0.03mg/L 以下,-,mg/L
深作配水場,2020年4月,ブロモジクロロメタン,0.03mg/L 以下,-,mg/L
深作配水場,2020年4月,ブロモホルム,0.09mg/L 以下,-,mg/L
深作配水場,2020年4月,ホルムアルデヒド,0.08mg/L 以下,-,mg/L
深作配水場,2020年4月,亜鉛及びその化合物,1.0mg/L 以下,-,mg/L
深作配水場,2020年4月,アルミニウム及びその化合物,0.2mg/L 以下,-,mg/L
深作配水場,2020年4月,鉄及びその化合物,0.3mg/L 以下,-,mg/L
深作配水場,2020年4月,銅及びその化合物,1.0mg/L 以下,-,mg/L
深作配水場,2020年4月,ナトリウム及びその化合物,200mg/L 以下,-,mg/L
深作配水場,2020年4月,マンガン及びその化合物,0.05mg/L 以下,-,mg/L
深作配水場,2020年4月,塩化物イオン,200mg/L 以下,11.6,mg/L
深作配水場,2020年4月,カルシウム，マグネシウム等（硬度）,300mg/L 以下,-,mg/L
深作配水場,2020年4月,蒸発残留物,500mg/L 以下,-,mg/L
深作配水場,2020年4月,陰イオン界面活性剤,0.2mg/L 以下,-,mg/L
深作配水場,2020年4月,ジェオスミン,0.00001mg/L 以下,-,mg/L
深作配水場,2020年4月,2-メチルイソボルネオール,0.00001mg/L 以下,-,mg/L
深作配水場,2020年4月,非イオン界面活性剤,0.02mg/L 以下,-,mg/L
深作配水場,2020年4月,フェノ−ル類,0.005mg/L 以下,-,mg/L
深作配水場,2020年4月,有機物（全有機炭素（TOC）の量）,3mg/L 以下,0.7,mg/L
深作配水場,2020年4月,pH値,5.8以上8.6以下,7.1,ー
深作配水場,2020年4月,味,異常でないこと,異常なし,ー
深作配水場,2020年4月,臭気,異常でないこと,異常なし,ー
深作配水場,2020年4月,色度,5度以下,0.8,度
深作配水場,2020年4月,濁度,2度以下,0.1未満,度
深作配水場,2020年4月,遊離残留塩素,0.1mg/L以上,0.7,mg/L
大宮配水場,2020年4月,気温,,16.4,℃
大宮配水場,2020年4月,水温,,13.3,℃
大宮配水場,2020年4月,一般細菌,100個／mL 以下,0,個/mL
大宮配水場,2020年4月,大腸菌,検出されないこと,不検出,100ml中
大宮配水場,2020年4月,カドミウム及びその化合物,0.003mg/L 以下,-,mg/L
大宮配水場,2020年4月,水銀及びその化合物,0.0005mg/L 以下,-,mg/L
大宮配水場,2020年4月,セレン及びその化合物,0.01mg/L 以下,-,mg/L
大宮配水場,2020年4月,鉛及びその化合物,0.01mg/L 以下,0.001未満,mg/L
大宮配水場,2020年4月,ヒ素及びその化合物,0.01mg/L 以下,0.001未満,mg/L
大宮配水場,2020年4月,六価クロム化合物,0.02mg/L 以下,0.002未満,mg/L
大宮配水場,2020年4月,亜硝酸態窒素,0.04mg/L 以下,0.004未満,mg/L
大宮配水場,2020年4月,シアン化物イオン及び塩化シアン,0.01mg/L 以下,0.001未満,mg/L
大宮配水場,2020年4月,硝酸態窒素及び亜硝酸態窒素,10mg/L 以下,1.6,mg/L
大宮配水場,2020年4月,フッ素及びその化合物,0.8mg/L 以下,0.08,mg/L
大宮配水場,2020年4月,ホウ素及びその化合物,1.0mg/L 以下,-,mg/L
大宮配水場,2020年4月,四塩化炭素,0.002mg/L 以下,-,mg/L
大宮配水場,2020年4月,"1,4-ジオキサン",0.05mg/L 以下,-,mg/L
大宮配水場,2020年4月,"シス-1,2-ジクロロエチレン及びトランス-1,2-ジクロロエチレン",0.04mg/L 以下,-,mg/L
大宮配水場,2020年4月,ジクロロメタン,0.02mg/L 以下,-,mg/L
大宮配水場,2020年4月,テトラクロロエチレン,0.01mg/L 以下,-,mg/L
大宮配水場,2020年4月,トリクロロエチレン,0.01mg/L 以下,-,mg/L
大宮配水場,2020年4月,ベンゼン,0.01mg/L 以下,-,mg/L
大宮配水場,2020年4月,塩素酸,0.6mg/L 以下,0.06未満,mg/L
大宮配水場,2020年4月,クロロ酢酸,0.02mg/L 以下,0.002未満,mg/L
大宮配水場,2020年4月,クロロホルム,0.06mg/L 以下,0.008,mg/L
大宮配水場,2020年4月,ジクロロ酢酸,0.03mg/L 以下,0.005,mg/L
大宮配水場,2020年4月,ジブロモクロロメタン,0.1mg/L 以下,0.003,mg/L
大宮配水場,2020年4月,臭素酸,0.01mg/L 以下,0.001未満,mg/L
大宮配水場,2020年4月,総トリハロメタン,0.1mg/L 以下,0.018,mg/L
大宮配水場,2020年4月,トリクロロ酢酸,0.03mg/L 以下,0.007,mg/L
大宮配水場,2020年4月,ブロモジクロロメタン,0.03mg/L 以下,0.007,mg/L
大宮配水場,2020年4月,ブロモホルム,0.09mg/L 以下,0.001未満,mg/L
大宮配水場,2020年4月,ホルムアルデヒド,0.08mg/L 以下,0.005未満,mg/L
大宮配水場,2020年4月,亜鉛及びその化合物,1.0mg/L 以下,-,mg/L
大宮配水場,2020年4月,アルミニウム及びその化合物,0.2mg/L 以下,0.01,mg/L
大宮配水場,2020年4月,鉄及びその化合物,0.3mg/L 以下,0.03未満,mg/L
大宮配水場,2020年4月,銅及びその化合物,1.0mg/L 以下,-,mg/L
大宮配水場,2020年4月,ナトリウム及びその化合物,200mg/L 以下,11.6,mg/L
大宮配水場,2020年4月,マンガン及びその化合物,0.05mg/L 以下,0.001未満,mg/L
大宮配水場,2020年4月,塩化物イオン,200mg/L 以下,17.1,mg/L
大宮配水場,2020年4月,カルシウム，マグネシウム等（硬度）,300mg/L 以下,70,mg/L
大宮配水場,2020年4月,蒸発残留物,500mg/L 以下,136,mg/L
大宮配水場,2020年4月,陰イオン界面活性剤,0.2mg/L 以下,-,mg/L
大宮配水場,2020年4月,ジェオスミン,0.00001mg/L 以下,-,mg/L
大宮配水場,2020年4月,2-メチルイソボルネオール,0.00001mg/L 以下,-,mg/L
大宮配水場,2020年4月,非イオン界面活性剤,0.02mg/L 以下,0.005未満,mg/L
大宮配水場,2020年4月,フェノ−ル類,0.005mg/L 以下,-,mg/L
大宮配水場,2020年4月,有機物（全有機炭素（TOC）の量）,3mg/L 以下,0.8,mg/L
大宮配水場,2020年4月,pH値,5.8以上8.6以下,7.3,ー
大宮配水場,2020年4月,味,異常でないこと,異常なし,ー
大宮配水場,2020年4月,臭気,異常でないこと,異常なし,ー
大宮配水場,2020年4月,色度,5度以下,0.5未満,度
大宮配水場,2020年4月,濁度,2度以下,0.1未満,度
大宮配水場,2020年4月,遊離残留塩素,0.1mg/L以上,0.7,mg/L
新都心配水場,2020年4月,気温,,15.5,℃
新都心配水場,2020年4月,水温,,12.7,℃
新都心配水場,2020年4月,一般細菌,100個／mL 以下,0,個/mL
新都心配水場,2020年4月,大腸菌,検出されないこと,不検出,100ml中
新都心配水場,2020年4月,カドミウム及びその化合物,0.003mg/L 以下,-,mg/L
新都心配水場,2020年4月,水銀及びその化合物,0.0005mg/L 以下,-,mg/L
新都心配水場,2020年4月,セレン及びその化合物,0.01mg/L 以下,-,mg/L
新都心配水場,2020年4月,鉛及びその化合物,0.01mg/L 以下,-,mg/L
新都心配水場,2020年4月,ヒ素及びその化合物,0.01mg/L 以下,-,mg/L
新都心配水場,2020年4月,六価クロム化合物,0.02mg/L 以下,-,mg/L
新都心配水場,2020年4月,亜硝酸態窒素,0.04mg/L 以下,-,mg/L
新都心配水場,2020年4月,シアン化物イオン及び塩化シアン,0.01mg/L 以下,-,mg/L
新都心配水場,2020年4月,硝酸態窒素及び亜硝酸態窒素,10mg/L 以下,-,mg/L
新都心配水場,2020年4月,フッ素及びその化合物,0.8mg/L 以下,-,mg/L
新都心配水場,2020年4月,ホウ素及びその化合物,1.0mg/L 以下,-,mg/L
新都心配水場,2020年4月,四塩化炭素,0.002mg/L 以下,-,mg/L
新都心配水場,2020年4月,"1,4-ジオキサン",0.05mg/L 以下,-,mg/L
新都心配水場,2020年4月,"シス-1,2-ジクロロエチレン及びトランス-1,2-ジクロロエチレン",0.04mg/L 以下,-,mg/L
新都心配水場,2020年4月,ジクロロメタン,0.02mg/L 以下,-,mg/L
新都心配水場,2020年4月,テトラクロロエチレン,0.01mg/L 以下,-,mg/L
新都心配水場,2020年4月,トリクロロエチレン,0.01mg/L 以下,-,mg/L
新都心配水場,2020年4月,ベンゼン,0.01mg/L 以下,-,mg/L
新都心配水場,2020年4月,塩素酸,0.6mg/L 以下,-,mg/L
新都心配水場,2020年4月,クロロ酢酸,0.02mg/L 以下,-,mg/L
新都心配水場,2020年4月,クロロホルム,0.06mg/L 以下,-,mg/L
新都心配水場,2020年4月,ジクロロ酢酸,0.03mg/L 以下,-,mg/L
新都心配水場,2020年4月,ジブロモクロロメタン,0.1mg/L 以下,-,mg/L
新都心配水場,2020年4月,臭素酸,0.01mg/L 以下,-,mg/L
新都心配水場,2020年4月,総トリハロメタン,0.1mg/L 以下,-,mg/L
新都心配水場,2020年4月,トリクロロ酢酸,0.03mg/L 以下,-,mg/L
新都心配水場,2020年4月,ブロモジクロロメタン,0.03mg/L 以下,-,mg/L
新都心配水場,2020年4月,ブロモホルム,0.09mg/L 以下,-,mg/L
新都心配水場,2020年4月,ホルムアルデヒド,0.08mg/L 以下,-,mg/L
新都心配水場,2020年4月,亜鉛及びその化合物,1.0mg/L 以下,-,mg/L
新都心配水場,2020年4月,アルミニウム及びその化合物,0.2mg/L 以下,-,mg/L
新都心配水場,2020年4月,鉄及びその化合物,0.3mg/L 以下,-,mg/L
新都心配水場,2020年4月,銅及びその化合物,1.0mg/L 以下,-,mg/L
新都心配水場,2020年4月,ナトリウム及びその化合物,200mg/L 以下,-,mg/L
新都心配水場,2020年4月,マンガン及びその化合物,0.05mg/L 以下,-,mg/L
新都心配水場,2020年4月,塩化物イオン,200mg/L 以下,14.5,mg/L
新都心配水場,2020年4月,カルシウム，マグネシウム等（硬度）,300mg/L 以下,-,mg/L
新都心配水場,2020年4月,蒸発残留物,500mg/L 以下,-,mg/L
新都心配水場,2020年4月,陰イオン界面活性剤,0.2mg/L 以下,-,mg/L
新都心配水場,2020年4月,ジェオスミン,0.00001mg/L 以下,-,mg/L
新都心配水場,2020年4月,2-メチルイソボルネオール,0.00001mg/L 以下,-,mg/L
新都心配水場,2020年4月,非イオン界面活性剤,0.02mg/L 以下,-,mg/L
新都心配水場,2020年4月,フェノ−ル類,0.005mg/L 以下,-,mg/L
新都心配水場,2020年4月,有機物（全有機炭素（TOC）の量）,3mg/L 以下,0.9,mg/L
新都心配水場,2020年4月,pH値,5.8以上8.6以下,7.1,ー
新都心配水場,2020年4月,味,異常でないこと,異常なし,ー
新都心配水場,2020年4月,臭気,異常でないこと,異常なし,ー
新都心配水場,2020年4月,色度,5度以下,0.6,度
新都心配水場,2020年4月,濁度,2度以下,0.1未満,度
新都心配水場,2020年4月,遊離残留塩素,0.1mg/L以上,0.8,mg/L
南浦和浄水場,2020年4月,気温,,9.5,℃
南浦和浄水場,2020年4月,水温,,15.4,℃
南浦和浄水場,2020年4月,一般細菌,100個／mL 以下,0,個/mL
南浦和浄水場,2020年4月,大腸菌,検出されないこと,不検出,100ml中
南浦和浄水場,2020年4月,カドミウム及びその化合物,0.003mg/L 以下,-,mg/L
南浦和浄水場,2020年4月,水銀及びその化合物,0.0005mg/L 以下,-,mg/L
南浦和浄水場,2020年4月,セレン及びその化合物,0.01mg/L 以下,-,mg/L
南浦和浄水場,2020年4月,鉛及びその化合物,0.01mg/L 以下,0.001未満,mg/L
南浦和浄水場,2020年4月,ヒ素及びその化合物,0.01mg/L 以下,0.001未満,mg/L
南浦和浄水場,2020年4月,六価クロム化合物,0.02mg/L 以下,0.002未満,mg/L
南浦和浄水場,2020年4月,亜硝酸態窒素,0.04mg/L 以下,0.004未満,mg/L
南浦和浄水場,2020年4月,シアン化物イオン及び塩化シアン,0.01mg/L 以下,0.001未満,mg/L
南浦和浄水場,2020年4月,硝酸態窒素及び亜硝酸態窒素,10mg/L 以下,5.1,mg/L
南浦和浄水場,2020年4月,フッ素及びその化合物,0.8mg/L 以下,0.08未満,mg/L
南浦和浄水場,2020年4月,ホウ素及びその化合物,1.0mg/L 以下,-,mg/L
南浦和浄水場,2020年4月,四塩化炭素,0.002mg/L 以下,-,mg/L
南浦和浄水場,2020年4月,"1,4-ジオキサン",0.05mg/L 以下,-,mg/L
南浦和浄水場,2020年4月,"シス-1,2-ジクロロエチレン及びトランス-1,2-ジクロロエチレン",0.04mg/L 以下,-,mg/L
南浦和浄水場,2020年4月,ジクロロメタン,0.02mg/L 以下,-,mg/L
南浦和浄水場,2020年4月,テトラクロロエチレン,0.01mg/L 以下,-,mg/L
南浦和浄水場,2020年4月,トリクロロエチレン,0.01mg/L 以下,-,mg/L
南浦和浄水場,2020年4月,ベンゼン,0.01mg/L 以下,-,mg/L
南浦和浄水場,2020年4月,塩素酸,0.6mg/L 以下,0.06未満,mg/L
南浦和浄水場,2020年4月,クロロ酢酸,0.02mg/L 以下,0.002未満,mg/L
南浦和浄水場,2020年4月,クロロホルム,0.06mg/L 以下,0.001未満,mg/L
南浦和浄水場,2020年4月,ジクロロ酢酸,0.03mg/L 以下,0.002未満,mg/L
南浦和浄水場,2020年4月,ジブロモクロロメタン,0.1mg/L 以下,0.001,mg/L
南浦和浄水場,2020年4月,臭素酸,0.01mg/L 以下,0.001未満,mg/L
南浦和浄水場,2020年4月,総トリハロメタン,0.1mg/L 以下,0.002,mg/L
南浦和浄水場,2020年4月,トリクロロ酢酸,0.03mg/L 以下,0.002未満,mg/L
南浦和浄水場,2020年4月,ブロモジクロロメタン,0.03mg/L 以下,0.001未満,mg/L
南浦和浄水場,2020年4月,ブロモホルム,0.09mg/L 以下,0.001,mg/L
南浦和浄水場,2020年4月,ホルムアルデヒド,0.08mg/L 以下,0.005未満,mg/L
南浦和浄水場,2020年4月,亜鉛及びその化合物,1.0mg/L 以下,-,mg/L
南浦和浄水場,2020年4月,アルミニウム及びその化合物,0.2mg/L 以下,0.01未満,mg/L
南浦和浄水場,2020年4月,鉄及びその化合物,0.3mg/L 以下,0.03未満,mg/L
南浦和浄水場,2020年4月,銅及びその化合物,1.0mg/L 以下,-,mg/L
南浦和浄水場,2020年4月,ナトリウム及びその化合物,200mg/L 以下,14.1,mg/L
南浦和浄水場,2020年4月,マンガン及びその化合物,0.05mg/L 以下,0.001未満,mg/L
南浦和浄水場,2020年4月,塩化物イオン,200mg/L 以下,18.3,mg/L
南浦和浄水場,2020年4月,カルシウム，マグネシウム等（硬度）,300mg/L 以下,87,mg/L
南浦和浄水場,2020年4月,蒸発残留物,500mg/L 以下,176,mg/L
南浦和浄水場,2020年4月,陰イオン界面活性剤,0.2mg/L 以下,-,mg/L
南浦和浄水場,2020年4月,ジェオスミン,0.00001mg/L 以下,-,mg/L
南浦和浄水場,2020年4月,2-メチルイソボルネオール,0.00001mg/L 以下,-,mg/L
南浦和浄水場,2020年4月,非イオン界面活性剤,0.02mg/L 以下,0.005未満,mg/L
南浦和浄水場,2020年4月,フェノ−ル類,0.005mg/L 以下,-,mg/L
南浦和浄水場,2020年4月,有機物（全有機炭素（TOC）の量）,3mg/L 以下,0.1,mg/L
南浦和浄水場,2020年4月,pH値,5.8以上8.6以下,7.5,ー
南浦和浄水場,2020年4月,味,異常でないこと,異常なし,ー
南浦和浄水場,2020年4月,臭気,異常でないこと,異常なし,ー
南浦和浄水場,2020年4月,色度,5度以下,0.5未満,度
南浦和浄水場,2020年4月,濁度,2度以下,0.1未満,度
南浦和浄水場,2020年4月,遊離残留塩素,0.1mg/L以上,0.7,mg/L
東浦和浄水場,2020年4月,気温,,18.9,℃
東浦和浄水場,2020年4月,水温,,16.5,℃
東浦和浄水場,2020年4月,一般細菌,100個／mL 以下,0,個/mL
東浦和浄水場,2020年4月,大腸菌,検出されないこと,不検出,100ml中
東浦和浄水場,2020年4月,カドミウム及びその化合物,0.003mg/L 以下,-,mg/L
東浦和浄水場,2020年4月,水銀及びその化合物,0.0005mg/L 以下,-,mg/L
東浦和浄水場,2020年4月,セレン及びその化合物,0.01mg/L 以下,-,mg/L
東浦和浄水場,2020年4月,鉛及びその化合物,0.01mg/L 以下,0.001未満,mg/L
東浦和浄水場,2020年4月,ヒ素及びその化合物,0.01mg/L 以下,0.001未満,mg/L
東浦和浄水場,2020年4月,六価クロム化合物,0.02mg/L 以下,0.002未満,mg/L
東浦和浄水場,2020年4月,亜硝酸態窒素,0.04mg/L 以下,0.004未満,mg/L
東浦和浄水場,2020年4月,シアン化物イオン及び塩化シアン,0.01mg/L 以下,0.001未満,mg/L
東浦和浄水場,2020年4月,硝酸態窒素及び亜硝酸態窒素,10mg/L 以下,5.08,mg/L
東浦和浄水場,2020年4月,フッ素及びその化合物,0.8mg/L 以下,0.08未満,mg/L
東浦和浄水場,2020年4月,ホウ素及びその化合物,1.0mg/L 以下,-,mg/L
東浦和浄水場,2020年4月,四塩化炭素,0.002mg/L 以下,-,mg/L
東浦和浄水場,2020年4月,"1,4-ジオキサン",0.05mg/L 以下,-,mg/L
東浦和浄水場,2020年4月,"シス-1,2-ジクロロエチレン及びトランス-1,2-ジクロロエチレン",0.04mg/L 以下,-,mg/L
東浦和浄水場,2020年4月,ジクロロメタン,0.02mg/L 以下,-,mg/L
東浦和浄水場,2020年4月,テトラクロロエチレン,0.01mg/L 以下,-,mg/L
東浦和浄水場,2020年4月,トリクロロエチレン,0.01mg/L 以下,-,mg/L
東浦和浄水場,2020年4月,ベンゼン,0.01mg/L 以下,-,mg/L
東浦和浄水場,2020年4月,塩素酸,0.6mg/L 以下,0.06未満,mg/L
